,Rank,Total Score,Max Score,Mean Score,NUMBER,CODE,SERIAL,NAME,TYPE1,TYPE2,COLOR,ABILITY1,ABILITY2,ABILITY HIDDEN,GENERATION,LEGENDARY,MEGA_EVOLUTION,HEIGHT,WEIGHT,HP,ATK,DEF,SP_ATK,SP_DEF,SPD,TOTAL
221,147,9589.599999999993,67.0,9.150381679389312,181,1,1811,Ampharos,Electric,,Yellow,Static,,Plus,2.0,0.0,0.0,1.4,61.5,90,75,85,115,90,55,510
329,147,9589.599999999993,67.0,9.150381679389312,277,1,2771,Swellow,Normal,Flying,Blue,Guts,,Scrappy,3.0,0.0,0.0,0.7,19.8,60,85,60,75,50,125,455
283,147,9589.599999999993,67.0,9.150381679389312,237,1,2371,Hitmontop,Fighting,,Brown,Intimidate,Technician,Steadfast,2.0,0.0,0.0,1.4,48.0,50,95,95,35,110,70,455
432,147,9589.599999999993,67.0,9.150381679389312,365,1,3651,Walrein,Ice,Water,Blue,Thick Fat,Ice Body,Oblivious,3.0,0.0,0.0,1.4,150.6,110,80,90,95,90,65,530
712,147,9589.599999999993,67.0,9.150381679389312,603,1,6031,Eelektrik,Electric,,Blue,Levitate,,,5.0,0.0,0.0,1.2,22.0,65,85,70,75,70,40,405
259,147,9589.599999999993,67.0,9.150381679389312,215,1,2151,Sneasel,Dark,Ice,Black,Inner Focus,Keen Eye,Pickpocket,2.0,0.0,0.0,0.9,28.0,55,95,55,35,75,115,430
1037,148,9170.40000000019,66.6,8.750381679389312,891,1,8911,Kubfu,Fighting,,Grey,Inner Focus,,,8.0,1.0,0.0,0.6,12.0,60,90,60,53,50,72,385
813,149,8960.799999999814,66.4,8.550381679389314,693,1,6931,Clawitzer,Water,,Blue,Mega Launcher,,,6.0,0.0,0.0,1.3,35.3,71,73,88,120,89,59,500
465,150,8751.19999999998,66.2,8.350381679389313,388,1,3881,Grotle,Grass,,Green,Overgrow,,Shell Armor,4.0,0.0,0.0,1.1,97.0,75,89,85,55,65,36,405
194,150,8751.19999999998,66.2,8.350381679389312,154,1,1541,Meganium,Grass,,Green,Overgrow,,Leaf guard,2.0,0.0,0.0,1.8,100.5,80,82,100,83,100,80,525
360,151,8541.599999999993,66.0,8.150381679389312,305,1,3051,Lairon,Steel,Rock,Grey,Sturdy,Rock Head,Heavy Metal,3.0,0.0,0.0,0.9,120.0,60,90,140,50,50,40,430
344,151,8541.599999999993,66.0,8.150381679389312,291,1,2911,Ninjask,Bug,Flying,Yellow,Speed Boost,,Infiltrator,3.0,0.0,0.0,0.8,12.0,61,90,45,50,50,160,456
244,151,8541.599999999993,66.0,8.150381679389312,203,1,2031,Girafarig,Normal,Psychic,Yellow,Inner Focus,Early Bird,Sap Sipper,2.0,0.0,0.0,1.5,41.5,70,80,65,90,65,85,455
223,151,8541.599999999993,66.0,8.150381679389312,182,1,1821,Bellossom,Grass,,Green,Chlorophyll,,Healer,2.0,0.0,0.0,0.4,5.8,75,80,95,90,100,50,490
529,151,8541.599999999993,66.0,8.150381679389312,444,1,4441,Gabite,Dragon,Ground,Blue,Sand Veil,,Rough Skin,4.0,0.0,0.0,1.4,56.0,68,90,65,50,55,82,410
510,151,8541.599999999993,66.0,8.150381679389312,426,1,4261,Drifblim,Ghost,Flying,Purple,Aftermath,Unburden,Flare Boost,4.0,0.0,0.0,1.2,15.0,150,80,44,90,54,80,498
916,151,8541.599999999993,66.0,8.150381679389312,778,1,7781,Mimikyu,Ghost,Fairy,Yellow,Disguise,,,7.0,0.0,0.0,0.2,0.7,55,90,80,50,105,96,476
550,151,8541.599999999993,66.0,8.150381679389312,462,1,4621,Magnezone,Electric,Steel,Grey,Magnet Pull,Sturdy,Analytic,4.0,0.0,0.0,1.2,180.0,70,70,115,130,90,60,535
819,152,7912.79999999983,65.4,7.550381679389314,699,1,6991,Aurorus,Rock,Ice,Blue,Refrigerate,,Snow Warning,6.0,0.0,0.0,2.7,225.0,123,77,72,99,92,58,521
186,153,7703.19999999988,65.2,7.350381679389312,148,1,1481,Dragonair,Dragon,,Blue,Shed Skin,,Marvel Scale,1.0,0.0,0.0,4.0,16.5,61,84,65,70,70,70,420
407,154,7493.599999999995,65.0,7.150381679389313,346,1,3461,Cradily,Rock,Grass,Green,Suction Cups,,Storm Drain,3.0,0.0,0.0,1.5,60.4,86,81,97,81,107,43,495
805,155,7493.599999999993,65.0,7.150381679389312,685,1,6851,Slurpuff,Fairy,,White,Sweet Veil,,Unburden,6.0,0.0,0.0,0.8,5.0,82,80,86,85,75,72,480
705,155,7493.599999999993,65.0,7.150381679389312,596,1,5961,Galvantula,Bug,Electric,Yellow,Compound Eyes,Unnerve,Swarm,5.0,0.0,0.0,0.8,14.3,70,77,60,97,60,108,472
99,155,7493.599999999993,65.0,7.150381679389312,77,2,772,Ponyta,Psychic,,White,Run Away,Pastel Veil,Anticipation,8.0,0.0,0.0,0.8,24.0,50,85,55,65,65,90,410
233,155,7493.599999999993,65.0,7.150381679389312,192,1,1921,Sunflora,Grass,,Yellow,Chlorophyll,Solar Power,Early Bird,2.0,0.0,0.0,0.8,8.5,75,75,55,105,85,30,425
98,155,7493.599999999993,65.0,7.150381679389312,77,1,771,Ponyta,Fire,,Yellow,Run Away,Flash Fire,Flame Body,1.0,0.0,0.0,1.0,30.0,50,85,55,65,65,90,410
744,155,7493.599999999993,65.0,7.150381679389312,634,1,6341,Zweilous,Dark,Dragon,Blue,Hustle,,,5.0,0.0,0.0,1.4,50.0,72,85,70,65,70,58,420
236,155,7493.599999999993,65.0,7.150381679389312,195,1,1951,Quagsire,Water,Ground,Blue,Damp,Water Absorb,Unaware,2.0,0.0,0.0,1.4,75.0,95,85,85,65,65,35,430
484,155,7493.599999999993,65.0,7.150381679389312,407,1,4071,Roserade,Grass,Poison,Green,Natural Cure,Poison Point,Technician,4.0,0.0,0.0,0.9,14.5,60,70,65,125,105,90,515
1044,155,7493.599999999993,65.0,7.150381679389312,897,1,8971,Spectrier,Ghost,,Black,Grim Neigh,,,8.0,1.0,0.0,2.0,44.5,100,65,60,145,80,130,580
436,155,7493.599999999993,65.0,7.150381679389312,369,1,3691,Relicanth,Water,Rock,Grey,Swift Swim,,Sturdy,3.0,0.0,0.0,1.0,23.4,100,90,130,45,65,55,485
367,155,7493.599999999993,65.0,7.150381679389312,310,1,3101,Manectric,Electric,,Yellow,Static,Lightning Rod,Minus,3.0,0.0,0.0,1.5,40.2,70,75,60,105,60,105,475
18,155,7493.599999999993,65.0,7.150381679389312,15,1,151,Beedrill,Bug,Poison,Yellow,Swarm,,Sniper,1.0,0.0,0.0,1.0,29.5,65,90,40,45,80,75,395
662,155,7493.599999999993,65.0,7.150381679389312,560,1,5601,Scrafty,Dark,Fighting,Red,Shed Skin,Moxie,Intimidate,5.0,0.0,0.0,1.1,30.0,65,90,115,45,115,58,488
914,156,7074.400000000156,64.60000000000001,6.750381679389313,776,1,7761,Turtonator,Fire,Dragon,Red,Shell Armor,,,7.0,0.0,0.0,2.0,212.0,60,78,135,91,85,36,485
816,157,6655.199999999882,64.2,6.350381679389312,696,1,6961,Tyrunt,Rock,Dragon,Brown,Strong Jaw,,Sturdy,6.0,0.0,0.0,0.8,26.0,58,89,77,45,45,48,362
964,157,6655.199999999882,64.2,6.3503816793893115,823,1,8231,Conviknight,Flying,Steel,Purple,Keen Eye,Unnerve,Mirror Armor,8.0,0.0,0.0,2.2,75.0,98,87,105,53,85,67,495
293,157,6655.199999999882,64.2,6.350381679389312,247,1,2471,Pupitar,Rock,Ground,Grey,Shed Skin,,,2.0,0.0,0.0,1.2,152.0,70,84,70,65,70,51,410
104,158,6445.599999999995,64.0,6.150381679389312,80,1,801,Slowbro,Water,Psychic,Pink,Oblivious,Own Tempo,Regenerator,1.0,0.0,0.0,1.6,78.5,95,75,110,100,80,30,490
827,158,6445.599999999995,64.0,6.150381679389312,707,1,7071,Klefki,Steel,Fairy,Grey,Prankster,,Magician,6.0,0.0,0.0,0.2,3.0,57,80,91,80,87,75,470
907,158,6445.599999999995,64.0,6.150381679389312,770,1,7701,Palossand,Ghost,Ground,Brown,Water Compaction,,Sand Veil,7.0,0.0,0.0,1.3,250.0,85,75,110,100,75,35,480
1045,158,6445.599999999995,64.0,6.150381679389312,898,1,8981,Calyrex,Psychic,Grass,Green,Unnerve,,,8.0,1.0,0.0,1.1,7.7,100,80,80,80,80,80,500
240,158,6445.599999999995,64.0,6.150381679389312,199,1,1991,Slowking,Water,Psychic,Pink,Oblivious,Super Luck,Regenerator,2.0,0.0,0.0,2.0,79.5,95,75,80,100,110,30,490
428,158,6445.599999999995,64.0,6.150381679389312,362,1,3621,Glalie,Ice,,Grey,Inner Focus,Ice Body,Moody,3.0,0.0,0.0,1.5,256.5,80,80,80,80,80,80,480
601,158,6445.599999999995,64.0,6.150381679389312,505,1,5051,Watchog,Normal,,Brown,Illuminate,Keen Eye,Analytic,5.0,0.0,0.0,1.1,27.0,60,85,69,60,69,77,420
497,158,6445.599999999995,64.0,6.150381679389312,416,1,4161,Vespiquen,Bug,Flying,Yellow,Pressure,,Unnerve,4.0,0.0,0.0,1.2,38.5,70,80,102,80,102,40,474
308,158,6445.599999999995,64.0,6.150381679389312,259,1,2591,Marshtomp,Water,Ground,Blue,Torrent,,Damp,3.0,0.0,0.0,0.7,28.0,70,85,70,60,70,50,405
567,158,6445.599999999995,64.0,6.150381679389312,478,1,4781,Froslass,Ice,Ghost,White,Snow Cloak,,Cursed Body,4.0,0.0,0.0,1.3,26.6,70,80,70,80,70,110,480
584,158,6445.599999999995,64.0,6.150381679389312,489,1,4891,Phione,Water,,Blue,Hydration,,,4.0,1.0,0.0,0.4,3.1,80,80,80,80,80,80,480
481,158,6445.599999999995,64.0,6.150381679389312,404,1,4041,Luxio,Electric,,Blue,Rivalry,Intimidate,Guts,4.0,0.0,0.0,0.9,30.5,60,85,49,60,49,60,363
155,158,6445.599999999995,64.0,6.150381679389312,121,1,1211,Starmie,Water,Psychic,Purple,Illuminate,Natural Cure,Analytic,1.0,0.0,0.0,1.1,80.0,60,75,85,100,85,115,520
980,158,6445.599999999995,64.0,6.150381679389312,839,1,8391,Coalossal,Rock,Fire,Black,Steam Engine,Flame Body,Flash Fire,8.0,0.0,0.0,2.8,310.5,110,80,120,80,90,30,510
955,159,6236.000000000114,63.800000000000004,5.950381679389315,814,1,8141,Raboot,Fire,,Grey,Blaze,,Libero,8.0,0.0,0.0,0.6,9.0,65,86,60,55,60,94,420
781,160,6026.400000000102,63.60000000000001,5.750381679389313,663,1,6631,Talonflame,Fire,Flying,Red,Flame Body,,Gale Wings,6.0,0.0,0.0,1.2,24.5,78,81,71,74,69,126,499
835,160,6026.400000000102,63.6,5.750381679389313,711,2,7112,Gourgeist,Ghost,Grass,Brown,Pickup,Frisk,Insomnia,6.0,0.0,0.0,0.9,12.5,55,85,122,58,75,99,494
811,161,5816.799999999913,63.4,5.550381679389314,691,1,6911,Dragalge,Poison,Dragon,Brown,Poison Point,Poison Touch,Adaptability,6.0,0.0,0.0,1.8,81.5,65,75,90,97,123,44,494
357,162,5397.599999999995,63.0,5.150381679389313,303,1,3031,Mawile,Steel,Fairy,Black,Hyper Cutter,Intimidate,Sheer Force,3.0,0.0,0.0,0.6,11.5,50,85,85,55,55,50,380
729,162,5397.599999999995,63.0,5.150381679389313,619,1,6191,Mienfoo,Fighting,,Yellow,Inner Focus,Regenerator,Reckless,5.0,0.0,0.0,0.9,20.0,45,85,50,55,50,65,350
477,162,5397.599999999995,63.0,5.150381679389313,400,1,4001,Bibarel,Normal,Water,Brown,Simple,Unaware,Moody,4.0,0.0,0.0,1.0,31.5,79,85,60,55,60,71,410
218,162,5397.599999999995,63.0,5.150381679389313,178,1,1781,Xatu,Psychic,Flying,Green,Synchronize,Early Bird,Magic Bounce,2.0,0.0,0.0,1.5,15.0,65,75,70,95,70,95,470
926,162,5397.599999999995,63.0,5.150381679389313,788,1,7881,Tapu Fini,Water,Fairy,Purple,Misty Surge,,Telepathy,7.0,1.0,0.0,1.3,21.2,70,75,115,95,130,85,570
479,162,5397.599999999995,63.0,5.150381679389313,402,1,4021,Kricketune,Bug,,Red,Swarm,,Technician,4.0,0.0,0.0,1.0,25.5,77,85,51,55,51,65,384
952,162,5397.599999999995,63.0,5.150381679389313,811,1,8111,Thwackey,Grass,,Green,Overgrow,,Grassy Surge,8.0,0.0,0.0,0.7,14.0,70,85,70,55,60,80,420
249,162,5397.599999999995,63.0,5.150381679389313,208,1,2081,Steelix,Steel,Ground,Grey,Rock Head,Sturdy,Sheer Force,2.0,0.0,0.0,9.2,400.0,75,85,200,55,65,30,510
997,163,5188.000000000113,62.8,4.950381679389313,855,1,8551,Polteageist,Ghost,,Purple,Weak Armor,,Cursed Body,8.0,0.0,0.0,0.2,0.4,60,65,65,134,114,70,508
517,164,4768.79999999996,62.400000000000006,4.550381679389314,432,1,4321,Purugly,Normal,,Grey,Thick Fat,Own Tempo,Defiant,4.0,0.0,0.0,1.0,43.8,71,82,64,64,59,112,452
728,165,4349.599999999996,62.00000000000001,4.150381679389313,618,2,6182,Stunfisk,Ground,Steel,Green,Mimicry,,,8.0,0.0,0.0,0.7,20.5,109,81,99,66,84,32,471
772,166,4349.599999999995,62.0,4.150381679389312,655,1,6551,Delphox,Fire,Psychic,Red,Blaze,,Magician,6.0,0.0,0.0,1.5,39.0,75,69,72,114,100,104,534
468,166,4349.599999999995,62.00000000000001,4.150381679389312,391,1,3911,Monferno,Fire,Fighting,Brown,Blaze,,Iron Fist,4.0,0.0,0.0,0.9,22.0,64,78,52,78,52,81,405
746,166,4349.599999999995,62.0,4.150381679389312,636,1,6361,Larvesta,Bug,Fire,White,Flame Body,,Swarm,5.0,0.0,0.0,1.1,28.8,55,85,55,50,55,60,360
237,166,4349.599999999995,62.0,4.150381679389312,196,1,1961,Espeon,Psychic,,Purple,Synchronize,,Magic Bounce,2.0,0.0,0.0,0.9,26.5,65,65,60,130,95,110,525
345,166,4349.599999999995,62.0,4.150381679389312,292,1,2921,Shedinja,Bug,Ghost,Brown,Wonder Guard,,,3.0,0.0,0.0,0.8,1.2,1,90,45,30,30,40,236
227,166,4349.599999999995,62.0,4.150381679389312,186,1,1861,Politoed,Water,,Green,Water Absorb,Damp,Drizzle,2.0,0.0,0.0,1.1,33.9,90,75,75,90,100,70,500
291,166,4349.599999999995,62.0,4.150381679389312,245,1,2451,Suicune,Water,,Blue,Pressure,,Inner Focus,2.0,1.0,0.0,2.0,187.0,100,75,115,90,115,85,580
22,166,4349.599999999995,62.0,4.150381679389312,18,1,181,Pidgeot,Normal,Flying,Brown,Keen Eye,Tangled Feet,Big Pecks,1.0,0.0,0.0,1.5,39.5,83,80,75,70,70,101,479
709,166,4349.599999999995,62.0,4.150381679389312,600,1,6001,Klang,Steel,,Grey,Plus,Minus,Clear Body,5.0,0.0,0.0,0.6,51.0,60,80,95,70,85,50,440
123,166,4349.599999999995,62.0,4.150381679389312,94,1,941,Gengar,Ghost,Poison,Purple,Cursed Body,,,1.0,0.0,0.0,1.5,40.5,60,65,60,130,75,110,500
401,167,3930.39999999996,61.60000000000001,3.7503816793893123,340,1,3401,Whiscash,Water,Ground,Blue,Oblivious,Anticipation,Hydration,3.0,0.0,0.0,0.9,23.6,110,78,73,76,71,60,468
803,168,3720.8000000000757,61.400000000000006,3.550381679389314,683,1,6831,Aromatisse,Fairy,,Pink,Healer,,Aroma Veil,6.0,0.0,0.0,0.8,15.5,101,72,72,99,89,29,462
54,169,3301.5999999999995,61.0,3.1503816793893122,42,1,421,Golbat,Poison,Flying,Purple,Inner Focus,,Infiltrator,1.0,0.0,0.0,1.6,55.0,75,80,70,65,75,90,455
1017,169,3301.5999999999995,61.0,3.1503816793893122,875,1,8751,Eiscue,Ice,,Blue,Ice Face,,,8.0,0.0,0.0,1.4,89.0,75,80,110,65,90,50,470
334,169,3301.5999999999995,61.0,3.1503816793893122,282,1,2821,Gardevoir,Psychic,Fairy,White,Synchronize,Trace,Telepathy,3.0,0.0,0.0,1.6,48.4,68,65,65,125,115,80,518
794,169,3301.5999999999995,61.0,3.1503816793893122,676,1,6761,Furfrou,Normal,,White,Fur Coat,,,6.0,0.0,0.0,1.2,28.0,75,80,60,65,90,102,472
49,169,3301.5999999999995,61.00000000000001,3.1503816793893122,38,1,381,Ninetales,Fire,,Yellow,Flash Fire,,Drought,1.0,0.0,0.0,1.1,19.9,73,76,75,81,100,100,505
1015,169,3301.5999999999995,61.0,3.1503816793893122,873,1,8731,Frosmoth,Ice,Bug,White,Shield Dust,,Ice Scales,8.0,0.0,0.0,1.3,42.0,70,65,60,125,90,65,475
1018,169,3301.5999999999995,61.0,3.1503816793893122,875,2,8752,Eiscue,Ice,,Blue,Ice Face,,,8.0,0.0,0.0,1.4,89.0,75,80,70,65,50,130,470
682,169,3301.5999999999995,61.0,3.1503816793893122,579,1,5791,Reuniclus,Psychic,,Green,Overcoat,Magic Guard,Regenerator,5.0,0.0,0.0,1.0,20.1,110,65,75,125,85,30,490
825,170,2882.399999999928,60.6,2.7503816793893123,705,1,7051,Sliggoo,Dragon,,Purple,Sap Sipper,Hydration,Gooey,6.0,0.0,0.0,0.8,17.5,68,75,53,83,113,60,452
598,170,2882.399999999928,60.6,2.7503816793893123,502,1,5021,Dewott,Water,,Blue,Torrent,,Shell Armor,5.0,0.0,0.0,0.8,24.5,75,75,60,83,60,60,413
867,170,2882.399999999928,60.6,2.750381679389312,737,1,7371,Charjabug,Bug,Electric,Green,Battery,,,7.0,0.0,0.0,0.5,10.5,57,82,95,55,75,36,400
786,171,2463.1999999999216,60.2,2.3503816793893124,668,1,6681,Pyroar,Fire,Normal,Brown,Rivalry,Unnerve,Moxie,6.0,0.0,0.0,1.5,81.5,86,68,72,109,66,106,507
319,172,2253.5999999999995,60.0,2.1503816793893122,267,1,2671,Beautifly,Bug,Flying,Yellow,Swarm,,Rivalry,3.0,0.0,0.0,1.0,28.4,60,70,50,100,50,65,395
532,172,2253.5999999999995,60.0,2.1503816793893122,446,1,4461,Munchlax,Normal,,Black,Pickup,Thick Fat,Gluttony,4.0,0.0,0.0,0.6,105.0,135,85,40,40,85,5,390
862,172,2253.5999999999995,60.0,2.1503816793893122,732,1,7321,Trumbeak,Normal,Flying,Black,Keen Eye,Skill Link,Pickup,7.0,0.0,0.0,0.6,14.8,55,85,50,40,50,75,355
726,172,2253.5999999999995,60.0,2.1503816793893122,617,1,6171,Accelgor,Bug,,Red,Hydration,Sticky Hold,Unburden,5.0,0.0,0.0,0.8,25.3,80,70,40,100,60,145,495
973,172,2253.5999999999995,60.0,2.1503816793893127,832,1,8321,Dubwool,Normal,,White,Fluffy,Steadfast,Bulletproof,8.0,0.0,0.0,1.3,43.0,72,80,100,60,90,88,490
734,172,2253.5999999999995,60.0,2.1503816793893122,624,1,6241,Pawniard,Dark,Steel,Red,Defiant,Inner Focus,Pressure,5.0,0.0,0.0,0.5,10.2,45,85,70,40,40,60,340
1030,172,2253.5999999999995,60.0,2.1503816793893127,886,1,8861,Drakloak,Dragon,Ghost,Green,Clear Body,Infiltrator,Cursed Body,8.0,0.0,0.0,1.4,11.0,68,80,50,60,50,102,410
199,173,2044.0000000000498,59.8,1.950381679389313,159,1,1591,Croconaw,Water,,Blue,Torrent,,Sheer Force,2.0,0.0,0.0,1.1,25.0,65,80,80,59,63,58,405
719,174,1834.3999999999282,59.6,1.750381679389312,610,1,6101,Axew,Dragon,,Green,Rivalry,Mold Breaker,Unnerve,5.0,0.0,0.0,0.6,18.0,46,87,60,30,40,57,320
871,174,1834.3999999999282,59.6,1.750381679389312,741,1,7411,Oricorio,Fire,Flying,Red,Dancer,,,7.0,0.0,0.0,0.6,3.4,75,70,70,98,70,93,476
872,174,1834.3999999999282,59.6,1.750381679389312,741,2,7412,Oricorio,Electric,Flying,Yellow,Dancer,,,7.0,0.0,0.0,0.6,3.4,75,70,70,98,70,93,476
873,174,1834.3999999999282,59.6,1.750381679389312,741,3,7413,Oricorio,Psychic,Flying,Pink,Dancer,,,7.0,0.0,0.0,0.6,3.4,75,70,70,98,70,93,476
874,174,1834.3999999999282,59.6,1.750381679389312,741,4,7414,Oricorio,Ghost,Flying,Purple,Dancer,,,7.0,0.0,0.0,0.6,3.4,75,70,70,98,70,93,476
841,175,1624.8000000000711,59.4,1.5503816793893137,715,1,7151,Noivern,Flying,Dragon,Purple,Frisk,Infiltrator,Telepathy,6.0,0.0,0.0,1.5,85.0,85,70,80,97,80,123,535
652,176,1205.600000000002,59.0,1.1503816793893127,554,1,5541,Darumaka,Fire,,Red,Hustle,,Inner Focus,5.0,0.0,0.0,0.6,37.5,70,90,45,15,45,50,315
574,176,1205.600000000002,59.0,1.150381679389313,480,1,4801,Uxie,Psychic,,Yellow,Levitate,,,4.0,1.0,0.0,0.3,0.3,75,75,130,75,130,95,580
46,176,1205.600000000002,59.0,1.150381679389313,36,1,361,Clefable,Fairy,,Pink,Cute Charm,Magic Guard,Friend Guard,1.0,0.0,0.0,1.3,40.0,95,70,73,95,90,60,483
593,176,1205.600000000002,59.0,1.150381679389313,497,1,4971,Serperior,Grass,,Green,Overgrow,,Contrary,5.0,0.0,0.0,3.3,63.0,75,75,95,75,95,113,528
493,176,1205.600000000002,59.0,1.1503816793893127,413,2,4132,Wormadam,Bug,Ground,Brown,Anticipation,,Overcoat,4.0,0.0,0.0,0.5,6.5,60,79,105,59,85,36,424
918,176,1205.600000000002,59.0,1.150381679389313,780,1,7801,Drampa,Normal,Dragon,White,Berserk,Sap Sipper,Cloud Nine,7.0,0.0,0.0,3.0,185.0,78,60,85,135,91,36,485
177,176,1205.600000000002,59.0,1.150381679389313,140,1,1401,Kabuto,Rock,Water,Brown,Swift Swim,Battle Armor,Weak Armor,1.0,0.0,0.0,0.5,11.5,30,80,90,55,45,55,355
696,176,1205.600000000002,59.0,1.150381679389313,587,1,5871,Emolga,Electric,Flying,White,Static,,Motor drive,5.0,0.0,0.0,0.4,5.0,55,75,60,75,60,103,428
111,176,1205.600000000002,59.0,1.150381679389313,84,1,841,Doduo,Normal,Flying,Brown,Run Away,Early Bird,Tangled Feet,1.0,0.0,0.0,1.4,39.2,35,85,45,35,35,75,310
448,176,1205.600000000002,59.0,1.150381679389313,379,1,3791,Registeel,Steel,,Grey,Clear Body,,Light Metal,3.0,1.0,0.0,1.9,205.0,80,75,150,75,150,50,580
83,176,1205.600000000002,59.0,1.150381679389313,65,2,652,Mega Alakazam,Psychic,,Brown,Trace,,,1.0,0.0,1.0,1.2,48.0,55,50,65,175,95,150,590
653,176,1205.600000000002,59.0,1.1503816793893127,554,2,5542,Darumaka,Ice,,White,Hustle,,Inner Focus,8.0,0.0,0.0,0.7,40.0,70,90,45,15,45,50,315
341,176,1205.600000000002,59.0,1.150381679389313,288,1,2881,Vigoroth,Normal,,White,Vital Spilit,,,3.0,0.0,0.0,1.4,46.5,80,80,80,55,55,90,440
747,176,1205.600000000002,59.0,1.150381679389313,637,1,6371,Volcarona,Bug,Fire,White,Flame Body,,Swarm,5.0,0.0,0.0,1.6,46.0,85,60,65,135,105,100,550
26,177,995.9999999999641,58.800000000000004,0.9503816793893133,20,1,201,Raticate,Normal,,Brown,Run Away,Guts,Hustle,1.0,0.0,0.0,0.7,18.5,55,81,60,50,70,97,413
792,177,995.9999999999641,58.800000000000004,0.9503816793893134,674,1,6741,Pancham,Fighting,,White,Iron Fist,Mold Breaker,Scrappy,6.0,0.0,0.0,0.6,8.0,67,82,62,46,48,43,348
650,178,786.3999999999482,58.6,0.7503816793893122,552,1,5521,Krokorok,Ground,Dark,Brown,Intimidate,Moxie,Anger Point,5.0,0.0,0.0,1.0,33.4,60,82,45,45,45,74,351
789,179,576.8000000000378,58.400000000000006,0.5503816793893139,671,1,6711,Florges,Fairy,,White,Flower Veil,,Symbiosis,6.0,0.0,0.0,1.1,10.0,78,65,68,112,154,75,552
853,180,157.6000000000006,58.0,0.15038167938931268,723,1,7231,Dartrix,Grass,Flying,Brown,Overgrow,,Long Reach,7.0,0.0,0.0,0.7,16.0,78,75,75,70,70,52,420
286,180,157.6000000000006,58.0,0.15038167938931268,240,1,2401,Magby,Fire,,Red,Flame Body,,Vital Spilit,2.0,0.0,0.0,0.7,21.4,45,75,37,70,55,83,365
869,180,157.6000000000006,58.0,0.15038167938931268,739,1,7391,Crabrawler,Fighting,,Purple,Hyper Cutter,Iron Fist,Anger Point,7.0,0.0,0.0,0.6,7.0,47,82,57,42,47,63,338
144,180,157.6000000000006,58.0,0.15038167938931288,111,1,1111,Rhyhorn,Ground,Rock,Grey,Lightning Rod,Rock Head,Reckless,1.0,0.0,0.0,1.0,115.0,80,85,95,30,30,25,345
402,180,157.6000000000006,58.0,0.15038167938931268,341,1,3411,Corphish,Water,,Red,Hyper Cutter,Shell Armor,Adaptability,3.0,0.0,0.0,0.6,11.5,43,80,65,50,35,35,308
260,180,157.6000000000006,58.0,0.15038167938931268,216,1,2161,Teddiursa,Normal,,Brown,Pickup,Quick Feet,Honey Gather,2.0,0.0,0.0,0.6,8.8,60,80,50,50,50,40,330
137,180,157.6000000000006,58.0,0.15038167938931268,105,2,1052,Marowak,Fire,Ghost,Purple,Cursed Body,Lightning Rod,Rock Head,7.0,0.0,0.0,1.0,34.0,60,80,110,50,80,45,425
171,180,157.6000000000006,58.0,0.15038167938931268,134,1,1341,Vaporeon,Water,,Blue,Water Absorb,,Hydration,1.0,0.0,0.0,1.0,29.0,130,65,60,110,95,65,525
136,180,157.6000000000006,58.0,0.15038167938931268,105,1,1051,Marowak,Ground,,Brown,Rock Head,Lightning Rod,Battle Armor,1.0,0.0,0.0,1.0,45.0,60,80,110,50,80,45,425
559,180,157.6000000000006,58.0,0.15038167938931288,471,1,4711,Glaceon,Ice,,Blue,Snow Cloak,,Ice Body,4.0,0.0,0.0,0.8,25.9,65,60,110,130,95,65,525
820,180,157.6000000000006,58.0,0.15038167938931268,700,1,7001,Sylveon,Fairy,,Pink,Cute Charm,,Pixilate,6.0,0.0,0.0,1.0,23.5,95,65,65,110,130,60,525
87,180,157.6000000000006,58.0,0.15038167938931268,69,1,691,Bellsprout,Grass,Poison,Green,Chlorophyll,,Gluttony,1.0,0.0,0.0,0.7,4.0,50,75,35,70,30,40,300
172,180,157.6000000000006,58.0,0.15038167938931268,135,1,1351,Jolteon,Electric,,Yellow,Volt Absorb,,Quick Feet,1.0,0.0,0.0,0.8,24.5,65,65,60,110,95,130,525
324,180,157.6000000000006,58.0,0.15038167938931268,272,1,2721,Ludicolo,Water,Grass,Green,Swift Swim,Rain Dish,Own Tempo,3.0,0.0,0.0,1.5,55.0,80,70,70,90,100,70,480
625,180,157.6000000000006,58.0,0.15038167938931288,529,1,5291,Drilbur,Ground,,Grey,Sand Rush,Sand Force,Mold Breaker,5.0,0.0,0.0,0.3,8.5,60,85,40,30,45,68,328
737,181,-52.000000000029104,57.800000000000004,-0.04961832061068681,627,1,6271,Rufflet,Normal,Flying,White,Keen Eye,Sheer Force,Hustle,5.0,0.0,0.0,0.5,10.5,70,83,50,37,50,60,350
768,182,-261.6000000000072,57.60000000000001,-0.24961832061068823,651,1,6511,Quilladin,Grass,,Green,Overgrow,,Bulletproof,6.0,0.0,0.0,0.7,29.0,61,78,95,56,58,57,405
859,183,-471.1999999999973,57.400000000000006,-0.44961832061068574,729,1,7291,Brionne,Water,,Blue,Torrent,,Liquid Voice,7.0,0.0,0.0,0.6,17.5,60,69,69,91,81,50,420
895,183,-471.1999999999973,57.400000000000006,-0.4496183206106856,758,1,7581,Salazzle,Poison,Fire,Black,Corrosion,,Oblivious,7.0,0.0,0.0,1.2,22.2,68,64,60,111,60,117,480
